Node 1:
0.0010030269622802734, 1
0.5020942687988281, 0
1.5026307106018066, 1
2.170487642288208, 0
2.672449827194214, 1
3.674189805984497, 0
4.3419013023376465, 1
4.8424553871154785, 0
5.844121694564819, 1
6.51153302192688, 0
7.012887716293335, 1
8.014537811279297, 0
8.682125091552734, 1
9.182730197906494, 0
10.184470891952515, 1
10.85265040397644, 0
11.35293197631836, 1
12.35463809967041, 0
13.02301836013794, 1
13.523813724517822, 0
14.525482177734375, 1
15.1921865940094, 0
15.694193840026855, 1
16.694259643554688, 0
17.361947536468506, 1
17.863047122955322, 0
18.86510396003723, 1
19.532715320587158, 0
20.033028602600098, 1
21.034032583236694, 0
21.70154643058777, 1
22.20273733139038, 0
23.203226804733276, 1
23.871129512786865, 0
24.371962547302246, 1
25.374040842056274, 0
26.04183077812195, 1
26.542593479156494, 0
27.5440456867218, 1
28.21078324317932, 0
28.712126970291138, 1
29.713347673416138, 0
Node 2:
0.0010030269622802734, 0
0.5020942687988281, 1
1.5026307106018066, 0
2.170487642288208, 1
2.672449827194214, 0
3.674189805984497, 1
4.3419013023376465, 0
4.8424553871154785, 1
5.844121694564819, 0
6.51153302192688, 1
7.012887716293335, 0
8.014537811279297, 1
8.682125091552734, 0
9.182730197906494, 1
10.184470891952515, 0
10.85265040397644, 1
11.35293197631836, 0
12.35463809967041, 1
13.02301836013794, 0
13.523813724517822, 1
14.525482177734375, 0
15.1921865940094, 1
15.694193840026855, 0
16.694259643554688, 1
17.361947536468506, 0
17.863047122955322, 1
18.86510396003723, 0
19.532715320587158, 0
20.033028602600098, 0
21.034032583236694, 0
21.70154643058777, 0
22.20273733139038, 0
23.203226804733276, 0
23.871129512786865, 0
24.371962547302246, 0
25.374040842056274, 1
26.04183077812195, 0
26.542593479156494, 1
27.5440456867218, 0
28.21078324317932, 1
28.712126970291138, 0
29.713347673416138, 1
